Id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,AVG_BILL,AVG_PAY,QUOTA,AVG_REPAY
17586,150000,2,1,2,26,0,0,2,0,0,0,65421,69087,63156,57147,53383,48556,4850,2000,2000,2000,2000,1500,0,59458,2392,0.040224246671,0.333333333333
17587,140000,2,2,2,27,0,0,0,0,0,0,127464,119346,89977,92381,83641,86316,6000,4000,4000,3000,4000,4000,0,99854,4167,0.041727519299,0.000000000000
17588,130000,2,1,2,29,-2,-2,-2,-2,-2,-1,0,0,0,0,0,62043,0,0,0,0,62043,16533,0,10341,13096,1.266476475992,0.000000000000
17589,230000,2,1,1,28,1,2,0,0,0,0,207128,195825,199659,157434,160009,155825,6300,9264,6116,6128,5765,5956,1,179313,6588,0.036741086367,0.500000000000
17590,240000,2,2,2,28,2,2,2,2,0,0,294180,276968,276585,253679,232300,212749,0,22550,0,8450,7800,6975,0,257744,7629,0.029599841186,1.333333333333
17591,170000,2,1,2,31,-2,-2,-2,-2,-2,-2,757,4319,1489,362,451,620,4319,1499,362,451,620,1400,0,1333,1442,1.081645411353,0.000000000000
17592,240000,2,1,2,31,-2,-2,-2,-2,-2,-2,6887,1926,2178,2254,4219,2489,1926,2178,2406,4219,2489,6323,0,3326,3257,0.979351475969,0.000000000000
17593,90000,2,2,1,31,0,0,0,0,-1,0,12045,9720,7391,4238,18003,16128,1500,1200,1000,21000,1500,2000,0,11254,4700,0.417623102555,0.000000000000
17594,300000,2,2,2,30,-2,-2,-2,-2,-2,-1,850,850,850,850,850,3688,850,850,850,850,4384,9480,1,1323,2877,2.174855127236,0.000000000000
17595,100000,2,2,2,30,0,0,2,-1,0,0,2419,3123,177,1170,390,0,2177,0,1170,0,0,19760,0,1213,3851,3.174474515730,0.333333333333
17596,80000,2,3,1,32,2,0,0,0,2,0,26856,24758,23044,22919,21890,22003,1700,1400,2400,0,1000,1500,0,23578,1333,0.056549091680,0.666666666667
17597,280000,2,1,2,32,-2,-2,-2,-2,-2,-2,5855,13645,9127,9656,41434,21732,13713,9171,9705,41641,21838,5659,0,16908,16955,1.002740293152,0.000000000000
17598,120000,2,1,1,35,-1,-1,-1,-1,-1,-1,525,2458,8067,802,2706,3597,2458,8152,802,2706,3597,1400,0,3026,3186,1.052877995043,0.000000000000
17599,90000,2,2,1,35,-1,0,0,-1,-1,-1,5488,2380,0,1700,1700,0,1000,0,1700,1700,0,1664,0,1878,1011,0.538161164359,0.000000000000
17600,170000,2,2,2,34,-1,-1,-1,-1,-1,-1,3105,1599,1122,1692,648,0,1599,1122,1692,648,0,631,0,1361,949,0.697036492775,0.000000000000
17601,50000,2,2,2,34,0,0,0,0,0,0,31673,27572,29022,29368,16930,17284,1449,1899,1245,576,596,578,0,25308,1057,0.041771760104,0.000000000000
17602,50000,2,3,1,34,-1,-1,-1,-1,0,0,390,390,390,11779,11615,11466,390,390,11779,403,415,406,0,6005,2297,0.382542325840,0.000000000000
17603,230000,2,1,2,38,0,0,0,0,0,0,217578,224020,227311,184500,128190,130883,9840,8750,7470,4540,4710,4750,0,185414,6677,0.036009571391,0.000000000000
17604,180000,2,2,3,48,-1,-1,-1,-1,-2,-1,860,102,851,0,346,1592,102,851,0,346,1592,1098,1,625,665,1.063449746734,0.000000000000
17605,40000,2,3,2,43,0,0,0,0,0,-2,26449,22072,19085,17550,0,0,1303,1665,1000,0,0,0,0,14193,661,0.046596834046,0.000000000000
17606,360000,2,2,2,42,-1,0,-1,-1,-1,-1,24081,14231,23040,5651,7017,6495,6068,23154,5679,7052,6527,4601,0,13419,8847,0.659268459293,0.000000000000
17607,360000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000000000000,0.000000000000
17608,170000,2,1,1,45,0,0,0,0,0,0,166388,165243,156688,151405,127090,126388,7300,7067,6443,4617,4711,4673,0,148867,5802,0.038973266965,0.000000000000
17609,20000,2,3,1,35,-1,2,2,2,2,0,17056,18803,18055,20578,19813,20197,2500,0,3000,0,1001,1700,0,19084,1367,0.071623203088,1.333333333333
17610,100000,2,1,1,39,0,0,0,2,2,2,2998,3885,7298,7032,7913,7642,1100,3500,0,1000,0,5000,1,6128,1767,0.288294168842,1.000000000000
17611,420000,2,2,1,37,0,0,0,0,0,0,101987,96544,94199,90395,89513,92792,6000,6045,5000,6000,5000,4000,0,94238,5341,0.056673681977,0.000000000000
17612,30000,2,3,1,43,-1,3,2,2,0,0,10330,10040,10903,10533,10132,10343,0,1149,101,348,359,364,0,10380,387,0.037266582104,1.166666666667
17613,220000,2,3,1,38,0,0,0,0,0,0,120622,111593,99170,98437,91222,94061,4803,4604,3497,4000,4214,3404,0,102518,4087,0.039866364279,0.000000000000
17614,500000,2,2,1,36,0,0,0,0,0,0,261502,286708,311641,326298,270968,315889,30000,30000,20507,50000,50047,20413,0,295501,33495,0.113348178179,0.000000000000
17615,180000,2,2,1,44,0,0,0,0,0,0,174830,178917,182777,171239,119060,121981,7000,6800,6800,4500,5000,5000,0,158134,5850,0.036993941847,0.000000000000
17616,80000,2,1,1,38,-2,-2,-2,-2,-2,-2,0,0,517,0,0,0,339,517,0,0,0,0,0,86,143,1.655705996132,0.000000000000
17617,50000,2,2,2,41,2,-1,2,2,-2,-2,390,780,780,0,0,0,780,0,0,0,0,0,1,325,130,0.400000000000,1.000000000000
17618,450000,2,2,1,41,0,-1,0,-1,-1,-1,104624,28114,19758,12518,18328,14879,28114,1424,12518,18328,14879,34744,0,33037,18335,0.554971471237,0.000000000000
17619,380000,2,1,1,43,-1,-1,-1,-1,-1,-1,18866,20840,188,2172,5173,5446,20884,188,2172,5173,5446,2045,0,8781,5985,0.681560216380,0.000000000000
17620,50000,2,1,2,29,-2,-2,-2,-2,-2,-2,-101,-101,-101,-101,-101,1100,0,0,0,0,1201,0,0,99,200,2.018487394958,0.000000000000
17621,300000,2,1,1,37,-1,-1,-1,-1,-1,-1,5771,3217,19615,11123,10266,12467,3217,19615,11123,10266,12467,5041,0,10410,10288,0.988312332890,0.000000000000
17622,190000,2,2,2,44,0,0,0,0,0,0,137394,140899,144636,148173,151853,155031,5774,5987,5948,6000,5481,5500,0,146331,5782,0.039510880584,0.000000000000
17623,120000,2,3,1,41,0,0,0,0,0,0,108264,109427,111238,113465,114759,117165,3906,4040,4079,4093,4240,4766,0,112386,4187,0.037258385510,0.000000000000
17624,210000,2,1,2,40,0,0,0,0,0,0,160161,156015,150349,147788,145958,145667,5500,7000,6693,5307,5441,5463,0,150990,5901,0.039079937038,0.000000000000
17625,360000,2,1,1,46,0,0,-1,0,0,0,58389,42094,10594,31532,46342,56571,20000,10600,30000,20000,15000,10000,0,40920,17600,0.430104023265,0.000000000000
17626,330000,2,1,2,35,-1,-1,-1,-1,-1,0,117,0,23,776,334,303,0,222,975,334,0,9,0,259,257,0.991629104958,0.000000000000
17627,250000,2,1,2,38,-1,-1,-1,-1,-1,-1,14766,990,8150,15410,1276,0,990,8150,15410,1276,0,0,0,6765,4304,0.636233740639,0.000000000000
17628,200000,2,1,2,43,1,-1,-1,-1,2,-1,0,2112,723,150,150,2478,2112,981,150,0,2478,5377,0,936,1850,1.977195795475,0.500000000000
17629,280000,2,1,2,30,1,2,0,-1,-1,-1,25903,19262,10660,4191,1671,105726,50,2053,4211,2001,105747,100055,0,27902,35686,1.278974751065,0.500000000000
17630,120000,2,2,1,39,-2,-2,-2,-2,-2,-2,280,6192,2134,0,0,0,6192,2142,0,0,0,0,0,1434,1389,0.968394143621,0.000000000000
17631,110000,2,2,2,40,0,0,0,0,0,0,96155,96752,98884,98501,34250,35874,5000,5000,3000,3000,3000,3000,0,76736,3667,0.047782874618,0.000000000000
17632,390000,2,1,1,41,0,0,2,0,0,-2,48378,52279,51176,52286,0,0,4705,0,2712,0,0,0,0,34020,1236,0.036336646760,0.333333333333
17633,140000,2,1,2,35,0,0,0,0,0,0,111941,114389,116956,119334,120661,123256,5800,5900,5800,4800,4700,5000,0,117756,5333,0.045291329400,0.000000000000
17634,160000,2,2,1,41,0,0,0,0,0,0,39962,45640,38988,19825,22654,16158,10000,10000,5000,5000,5000,10000,0,30538,7500,0.245596991710,0.000000000000
17635,210000,2,1,1,30,1,-1,-1,-1,-1,-1,0,820,718,424,631,843,820,718,424,631,843,0,0,573,573,1.000000000000,0.166666666667
17636,210000,2,1,1,47,0,0,0,0,0,0,202503,173232,117125,212656,107808,63049,7082,6000,6000,5000,3000,6000,0,146062,5514,0.037748766792,0.000000000000
17637,240000,2,1,2,39,0,-1,0,0,0,0,52595,238861,198351,195242,187710,171828,238861,6678,7537,10555,5223,5829,0,174098,45781,0.262958470668,0.000000000000
17638,150000,2,2,1,36,-2,-2,-1,-1,2,-1,11085,2500,190,3173,673,38100,2507,190,3180,0,38100,5000,0,9287,8163,0.878968432009,0.333333333333
17639,210000,2,1,2,40,0,0,0,0,0,0,54904,46662,46162,46039,32903,34534,2000,2100,2000,1500,2000,2000,0,43534,1933,0.044409733388,0.000000000000
17640,180000,2,2,2,31,0,0,0,0,0,0,112164,50838,51753,53619,53881,54760,1821,2000,3000,2000,2000,2100,0,62836,2154,0.034271845948,0.000000000000
17641,200000,2,1,1,42,-2,-2,-2,-2,-1,-1,0,0,0,0,1830,0,0,0,0,1830,0,0,1,305,305,1.000000000000,0.000000000000
17642,220000,2,1,2,32,0,0,0,0,0,0,217636,221834,222830,195121,169396,173875,8000,18000,7000,6000,7000,6100,0,200115,8683,0.043391644152,0.000000000000
17643,250000,2,1,1,36,-2,-2,-2,-2,-2,-2,2508,3978,6560,4438,4309,816,3978,6560,4438,4311,816,9165,0,3768,4878,1.294528727498,0.000000000000
17644,250000,2,1,2,39,-2,-2,-2,-2,-2,-2,0,632,316,0,316,632,632,316,0,316,632,150,0,316,341,1.079113924051,0.000000000000
17645,400000,2,3,1,47,-2,-2,-2,-2,-2,-2,1698,365,3213,2578,9660,24355,365,3224,2580,9660,24355,0,0,6978,6697,0.959755427643,0.000000000000
17646,50000,2,2,2,38,0,0,0,0,0,0,38945,39498,38272,29810,18674,19391,2511,2000,3000,4000,1000,1000,0,30765,2252,0.073194647597,0.000000000000
17647,480000,2,1,2,48,-2,-2,-2,-2,-2,-2,1087,188,257,1697,188,22507,188,257,1697,188,22507,370,0,4321,4201,0.972342231137,0.000000000000
17648,470000,2,1,1,39,-1,0,0,0,0,0,235490,125853,143646,113422,96921,94405,25853,20745,13422,6921,5645,6114,0,134956,13117,0.097192051246,0.000000000000
17649,300000,2,1,1,36,0,0,0,0,0,0,30153,28384,26700,22554,11858,13838,2000,2000,2552,2000,3000,8000,0,22248,3259,0.146471191951,0.000000000000
17650,160000,2,2,2,44,1,-2,-1,-1,-1,-1,-4,-4,3454,0,3312,0,0,3458,0,3312,0,0,0,1126,1128,1.001775673276,0.166666666667
17651,160000,2,1,1,42,-1,-1,-1,-1,-1,0,3346,4420,3062,6117,4781,1450,4420,3062,6119,4781,0,6058,0,3863,4073,1.054539178460,0.000000000000
17652,230000,2,1,2,33,-1,-1,-1,-1,-1,-1,2227,3496,4006,411,1511,1334,3496,4091,411,1511,1334,1157,0,2164,2000,0.924143242203,0.000000000000
17653,150000,2,3,1,48,0,0,0,2,0,0,36717,37800,40874,39922,40953,42136,2000,4000,0,2000,2000,2000,0,39734,2000,0.050335148195,0.333333333333
17654,360000,2,1,2,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000000000000,0.166666666667
17655,70000,2,2,1,50,0,0,0,0,0,0,12857,13867,14897,15941,16376,16959,1530,1560,1600,1000,1000,2400,0,15150,1515,0.100003300439,0.000000000000
17656,450000,2,1,1,49,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000,0.000000000000
17657,200000,2,2,1,49,1,-2,-2,-2,-2,-2,-5,728,0,0,0,0,733,0,0,0,0,0,1,121,122,1.013831258645,0.166666666667
17658,340000,2,2,1,48,0,0,0,0,0,0,310866,320685,320614,21768,22405,24545,15000,7000,1500,1000,2500,112500,0,170147,23250,0.136646412958,0.000000000000
17659,50000,2,2,2,52,0,0,0,0,0,0,33743,22989,15843,16825,14637,15397,2000,1400,2000,5000,1000,1000,1,19906,2067,0.103823031967,0.000000000000
17660,200000,2,1,1,50,-1,-1,-1,-1,0,0,2119,1662,2482,19272,22388,21105,1662,2482,19272,10004,10000,3471,0,11505,7815,0.679304050530,0.000000000000
17661,210000,2,3,1,48,0,0,0,0,0,0,119530,111730,107150,102418,97653,92653,3998,3885,3712,3599,3346,2920,0,105189,3577,0.034002287945,0.000000000000
17662,360000,2,2,1,49,-1,-1,-1,-1,-1,-1,801,908,1081,1538,0,804,913,1081,1538,0,804,200,0,855,756,0.883865939205,0.000000000000
17663,230000,2,3,1,50,-2,-2,-2,-2,-2,-2,2789,2942,2520,2936,3493,3160,2942,2520,2936,3493,3160,2784,0,2973,2973,0.999719730942,0.000000000000
17664,50000,2,3,1,48,0,0,0,0,0,-2,73302,65931,58773,58918,0,0,2500,2428,1423,0,0,0,1,42821,1059,0.024719372266,0.000000000000
17665,340000,2,1,2,50,1,-2,-2,-2,-2,-2,2728,15650,11550,11058,6912,4125,15650,11554,11058,6917,4125,4850,0,8671,9026,1.040962651135,0.166666666667
17666,50000,2,3,1,49,0,0,0,0,0,-2,49195,48496,49412,49590,0,0,47000,2000,1000,0,0,0,1,32782,8333,0.254203250751,0.000000000000
17667,70000,2,3,1,49,1,2,2,2,2,0,9915,9607,11913,12518,12022,12179,0,2468,1100,0,500,600,0,11359,778,0.068491944713,1.500000000000
17668,100000,2,2,1,50,0,0,0,0,0,0,94745,96838,95732,91556,93403,95661,4600,4600,3500,3372,3793,4000,0,94656,3978,0.042020653772,0.000000000000
17669,20000,2,2,1,49,0,0,0,0,0,0,13561,14573,15290,16300,16624,16974,1543,1260,1270,594,617,1425,1,15554,1118,0.071890872463,0.000000000000
17670,280000,2,3,2,49,-2,-2,-2,-1,-1,0,795,1020,0,1075,141246,146349,1025,0,1075,141246,6349,9192,0,48414,26481,0.546971444309,0.000000000000
17671,300000,2,2,1,50,-2,-2,-2,-2,-2,-2,882,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0.000000000000,0.000000000000
17672,50000,2,3,2,51,0,0,0,0,0,0,46880,25577,26352,16846,17562,18275,1500,1269,1284,1000,1000,740,0,25249,1132,0.044840651652,0.000000000000
17673,210000,2,2,2,49,-1,-1,-1,-1,0,0,991,4045,4056,65825,60803,56578,6035,4056,65825,1420,1132,5000,1,32050,13911,0.434055476396,0.000000000000
17674,100000,2,3,1,49,0,0,0,0,0,0,41088,41807,43348,42782,40779,40618,2000,3000,1900,1550,1430,3143,0,41737,2171,0.052004216882,0.000000000000
17675,20000,2,3,1,51,0,0,0,0,0,0,13184,14200,16958,19651,37332,19225,1242,3000,3000,3772,1420,729,0,20092,2194,0.109191206968,0.000000000000
17676,200000,2,2,1,50,0,0,0,0,0,0,4701,3146,4486,13390,8009,5010,2310,3518,12537,45,514,2811,0,6457,3623,0.561019049094,0.000000000000
17677,100000,2,3,1,51,-1,-1,-1,-1,-1,-1,200,100,197,245,3210,318,100,197,245,3210,318,797,0,712,811,1.139812646370,0.000000000000
17678,230000,2,3,1,53,0,0,0,0,0,0,38723,39347,37571,38924,40027,41277,2001,2000,2000,2000,2000,2000,0,39312,2000,0.050879937592,0.000000000000
17679,120000,2,2,1,52,1,2,0,0,0,0,123184,117849,120471,117218,116871,122192,0,6100,5700,4500,9000,4700,1,119631,5000,0.041795245094,0.500000000000
17680,80000,2,3,1,65,0,0,0,0,0,0,82074,80260,82116,80299,81416,81617,3470,3750,3520,3069,3271,3262,0,81297,3390,0.041703055873,0.000000000000
17681,240000,2,1,1,50,-2,-2,-2,-2,-2,-2,498,-2,497,-3,-3,-3,0,499,0,0,0,0,0,164,83,0.507113821138,0.000000000000
17682,30000,2,2,1,54,0,0,0,0,0,-1,33494,32978,32415,30324,31124,25502,2506,2430,1300,1000,34436,950,1,30973,7104,0.229351528490,0.000000000000
17683,30000,2,2,1,59,0,0,0,0,0,0,27620,27921,28585,29007,29195,21335,1449,1503,1315,893,1000,513,0,27277,1112,0.040772807537,0.000000000000
17684,80000,2,3,2,55,1,-1,0,0,0,0,78910,80362,77986,78803,50140,47757,84361,3837,3141,2000,2000,2000,0,68993,16223,0.235142212495,0.166666666667
17685,100000,2,3,1,50,2,2,2,2,-1,0,117517,110537,99734,99973,71008,66735,4700,0,3000,103000,2500,3000,1,94251,19367,0.205480421005,1.333333333333
17686,280000,2,3,1,50,-2,-2,-2,-2,-2,-2,0,0,0,679,3047,5742,0,0,679,3047,5742,440,0,1578,1651,1.046472327841,0.000000000000
17687,30000,2,3,1,55,1,2,0,0,0,0,30724,29278,30393,29785,30377,30155,0,1600,1585,1377,1155,2600,1,30119,1386,0.046023507017,0.500000000000
17688,100000,2,3,1,50,0,0,0,0,0,0,92956,96180,97701,100113,102120,73630,4333,3518,3567,3183,2674,2836,0,93783,3352,0.035740181269,0.000000000000
17689,210000,2,1,1,52,-1,-1,-1,-2,-1,-1,262,738,0,0,1858,45,738,0,0,1858,45,3667,0,484,1051,2.172924560799,0.000000000000
17690,190000,2,2,1,55,-1,-1,-1,-1,-1,-1,6637,6476,14501,1190,3705,1049,6476,14915,1190,3705,1049,10160,0,5593,6249,1.117319268133,0.000000000000
17691,90000,2,3,1,52,0,0,0,0,0,0,42567,43578,44881,43906,43767,43619,2022,2325,1510,1199,2380,1204,0,43720,1773,0.040561455943,0.000000000000
17692,180000,2,3,1,61,0,0,0,0,0,0,20554,21560,22587,23599,24069,24573,1353,1380,1392,862,892,1000,1,22824,1147,0.050232945335,0.000000000000
17693,120000,2,3,1,58,1,2,2,2,2,2,79400,81490,83496,84333,85444,87323,4000,3900,3100,3400,3400,3400,1,83581,3533,0.042274360600,1.833333333333
17694,80000,2,3,1,69,0,0,0,0,0,0,79862,80921,79627,80610,62447,60850,3000,3000,3000,2324,2500,3000,0,74053,2804,0.037864857748,0.000000000000
17695,10000,2,3,1,51,0,0,2,0,0,2,4416,6733,6480,7495,8735,8453,2400,0,1131,1371,0,1794,0,7052,1116,0.158252977879,0.666666666667
17696,100000,2,3,1,55,2,3,2,-1,3,2,1520,1349,959,1623,1470,930,0,0,1623,0,0,780,0,1309,401,0.306075659152,2.000000000000
17697,240000,2,2,1,53,0,0,0,0,2,0,135322,100522,84626,76205,46771,35207,4531,3728,3612,0,1100,2000,0,79776,2495,0.031277355412,0.333333333333
17698,280000,2,1,1,63,-2,-2,-2,-2,-2,-2,-200,-200,-200,-200,-200,-200,0,0,0,0,0,200,1,-200,33,-0.166666666667,0.000000000000
17699,20000,2,2,2,55,0,0,0,0,0,0,16503,17512,18481,15495,15938,16680,1289,1258,1260,700,1000,2100,0,16768,1268,0.075609537914,0.000000000000
17700,110000,2,2,1,59,0,0,0,0,0,0,100800,40387,37689,37750,33281,30968,1914,2000,2000,1300,1500,5000,0,46813,2286,0.048825990209,0.000000000000
17701,80000,2,1,1,48,-1,-1,-1,-2,-2,-1,1198,1150,0,0,0,7685,1150,0,0,0,7685,0,1,1672,1473,0.880594039669,0.000000000000
17702,30000,2,3,1,51,1,2,2,0,0,0,30128,31325,29953,30332,29871,28977,2000,0,1962,1395,1000,2000,0,30098,1393,0.046277120043,0.833333333333
17703,60000,2,2,2,57,0,0,2,0,0,0,44041,46810,45781,48814,49802,51034,3810,0,3814,1802,2034,4459,1,47714,2653,0.055606010856,0.333333333333
17704,70000,2,3,1,52,-1,-1,-1,0,0,0,1000,1098,28229,28046,24446,22151,1098,30005,1350,800,750,780,0,17495,5797,0.331361341336,0.000000000000
17705,140000,2,3,1,52,0,0,0,0,0,0,76902,70841,61422,52576,51301,48202,3000,2200,2400,2000,2050,2150,0,60207,2300,0.038201326527,0.000000000000
17706,150000,2,2,2,53,0,-1,-1,-1,-1,-1,11467,11052,10252,20618,10457,9624,11053,10253,11000,11500,10000,24000,0,12245,12968,1.059017285967,0.000000000000
17707,60000,2,3,2,52,0,0,0,0,2,0,60250,60585,61257,62697,60816,61685,2167,2483,6084,0,1936,1850,0,61215,2420,0.039532794250,0.333333333333
17708,230000,2,2,1,56,-2,-2,-2,-2,-2,-2,10511,2381,2580,48310,6390,7194,2381,2580,48342,6390,7194,13250,1,12894,13356,1.035816767055,0.000000000000
17709,70000,2,2,1,53,0,0,0,0,0,0,71219,71110,69843,70834,70405,71004,2900,3200,2800,2458,2800,2901,0,70736,2843,0.040194149594,0.000000000000
17710,60000,2,3,1,55,3,2,0,0,0,0,74786,71575,63821,63719,63807,57482,0,9400,2271,2425,2087,2142,1,65865,3054,0.046370100458,0.833333333333
17711,70000,2,2,1,62,0,0,0,0,0,0,57271,56269,56333,29288,29524,29764,2857,2702,1500,1100,1100,1150,0,43075,1735,0.040274870477,0.000000000000
17712,20000,2,3,2,54,0,0,0,0,0,0,16120,17160,18083,15096,15396,15720,1308,1231,1244,544,565,1500,1,16263,1065,0.065508583141,0.000000000000
17713,80000,2,3,1,54,0,0,0,0,0,0,78929,78177,63914,54382,48834,49756,3200,3002,2202,2000,2000,2000,0,62332,2401,0.038514192817,0.000000000000
17714,390000,2,1,2,53,-2,-2,-1,-1,-2,-2,450,1540,690,0,0,0,1540,690,0,0,0,717,0,447,491,1.099626865672,0.000000000000
17715,30000,2,2,2,50,0,0,0,0,0,0,10741,12057,12778,14090,14063,14357,1498,1219,1531,504,521,523,0,13014,966,0.074225853546,0.000000000000
17716,290000,2,2,1,51,-2,-2,-2,-2,-2,-2,6859,11210,2436,266,0,3412,11210,2436,266,0,3412,0,0,4031,2887,0.716371004425,0.000000000000
17717,200000,2,2,1,51,-1,-1,-2,-1,-1,-1,2433,735,735,2301,3139,316,735,735,2301,3139,316,6635,0,1610,2310,1.435034682679,0.000000000000
17718,180000,2,3,1,64,0,0,0,0,0,0,120070,123963,125022,129079,130109,133714,5876,4525,6123,4644,5688,5699,0,126993,5426,0.042725508132,0.000000000000
17719,200000,2,2,1,50,-2,-2,-2,-2,-2,-2,411,453,348,359,672,1620,453,348,359,672,1620,384,0,644,639,0.993010613513,0.000000000000
17720,500000,2,5,1,54,0,0,0,0,0,0,355251,354394,359522,362412,362550,359481,12680,13464,12821,15033,12788,13000,0,358935,13298,0.037047562001,0.000000000000
17721,50000,2,3,1,51,0,0,0,0,0,0,22000,20454,21899,20895,11241,-861,2000,2100,2000,1000,0,39500,1,15938,7767,0.487304973439,0.000000000000
17722,80000,2,2,3,59,0,0,0,0,0,0,80893,79175,78713,80684,50400,50058,2799,3300,3600,1568,1625,1649,1,69987,2424,0.034627776997,0.000000000000
17723,20000,2,1,1,53,1,2,2,2,0,0,8992,8313,10179,9394,11462,11410,0,2400,0,2458,2228,780,0,9958,1311,0.131648535565,1.166666666667
17724,50000,2,3,2,51,0,0,0,0,0,0,25436,27445,28585,29736,21356,23403,2445,1585,1736,2356,2403,2414,0,25994,2157,0.082963048454,0.000000000000
17725,20000,2,3,1,52,2,2,2,2,0,0,5682,6437,7181,7908,8781,9645,1000,1000,1000,1000,1000,0,1,7606,833,0.109567427795,1.333333333333
17726,50000,2,2,2,51,0,0,0,0,0,0,50566,50050,37005,20145,19620,18872,1738,1746,1289,1684,684,702,0,32710,1307,0.039962702157,0.000000000000
17727,50000,2,3,2,51,2,2,2,2,2,0,32215,33384,34554,35690,34817,36252,2000,2000,2000,0,2000,2000,0,34485,1667,0.048329724714,1.666666666667
17728,200000,2,3,1,51,1,-1,-1,-1,-1,-1,-186,846,1350,13524,570,2622,1032,1350,13534,570,2622,1050,0,3121,3360,1.076471216490,0.166666666667
17729,80000,2,3,2,52,0,0,0,0,0,-1,42635,39508,36060,30470,18306,7432,1623,1740,1200,366,7432,0,0,29069,2060,0.070872823388,0.000000000000
17730,200000,2,3,1,55,2,2,3,2,2,2,159017,162697,163143,161906,165807,169599,9159,4842,3000,8000,7000,3000,0,163695,5834,0.035636433241,2.166666666667
17731,210000,2,3,1,54,0,0,0,0,0,0,94343,96278,98213,99763,99793,101879,3500,3500,4500,3600,3694,3728,0,98378,3754,0.038155485042,0.000000000000
17732,80000,2,3,1,55,0,0,0,0,0,0,78573,69116,64325,59653,55159,56277,3001,2500,2000,2000,2000,2000,0,63851,2250,0.035241175350,0.000000000000
17733,200000,2,3,1,50,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,390,390,1.000000000000,0.000000000000
17734,200000,2,3,1,51,0,0,0,0,0,0,99036,99625,99016,101661,103011,103384,3520,4500,5200,4500,3950,4300,0,100956,4328,0.042873675365,0.000000000000
17735,220000,2,3,1,52,2,0,0,0,0,0,220053,222857,196510,120570,121664,122971,9000,6100,6000,4600,5500,3000,1,167438,5700,0.034042553191,0.333333333333
17736,250000,2,3,1,53,1,-1,-1,-1,-1,-1,-13,3823,839,0,1762,0,3836,839,0,1762,0,0,0,1069,1073,1.004055529559,0.166666666667
17737,90000,2,3,1,55,0,0,0,0,0,0,39731,38272,36858,35447,33465,31680,2000,2000,2000,1400,1400,1712,0,35909,1752,0.048790223390,0.000000000000
17738,320000,2,1,1,58,-2,-2,-2,-2,-2,-2,1100,0,0,0,0,0,0,0,0,0,0,434,0,183,72,0.394545454545,0.000000000000
17739,130000,2,2,1,53,0,0,0,0,0,0,210628,215308,219970,221119,21904,22052,6800,6794,5315,2000,1000,1000,0,151830,3818,0.025147615592,0.000000000000
17740,80000,2,3,1,51,0,0,0,0,0,-1,6203,6133,4802,3086,1726,1015,1094,1075,1000,35,1015,390,0,3828,768,0.200696712388,0.000000000000
17741,50000,2,2,1,51,2,2,2,2,3,2,15902,17328,18746,20623,20019,19227,2000,2000,2500,0,0,1000,0,18641,1250,0.067057087934,2.166666666667
17742,360000,2,3,3,58,0,0,0,-2,-2,-2,35673,35817,-1,-1,-1,-1,1179,0,0,0,0,139,0,11914,220,0.018437176510,0.000000000000
17743,450000,2,2,1,53,-2,-2,-1,-1,-1,-1,0,0,1215,5772,2150,670,0,1215,5780,2150,670,3625,0,1635,2240,1.370449678801,0.000000000000
17744,110000,1,2,2,22,0,0,0,0,0,0,99209,54218,40110,41362,41296,41225,1766,2000,2000,2000,2000,2000,1,52903,1961,0.037067607586,0.000000000000
17745,10000,1,2,2,24,0,0,0,0,2,0,9035,5845,6793,8668,8382,8595,1300,1200,2000,0,500,396,1,7886,899,0.114036941544,0.333333333333
17746,70000,1,1,2,28,1,-1,-1,2,2,2,-47,653,3455,3245,1686,1681,700,3000,0,0,0,4000,1,1779,1283,0.721446641057,1.166666666667
17747,80000,2,3,1,55,2,2,0,0,0,0,71905,70150,72017,73816,75584,77365,0,3000,3000,3000,3000,3000,1,73473,2500,0.034026182013,0.666666666667
17748,90000,1,2,2,34,0,0,0,0,0,0,86275,87848,88065,90032,50802,50821,4004,4000,4003,2000,2000,2000,0,75641,3001,0.039676716398,0.000000000000
17749,380000,1,1,2,32,0,0,0,0,0,0,387851,349973,689643,334456,329981,292421,13070,13000,26000,20095,11000,11000,0,397388,15694,0.039493357659,0.000000000000
17750,390000,1,2,2,29,-1,-1,0,0,0,0,1246,1476,3436,4868,5781,6681,2000,2000,1500,1000,1000,1000,0,3915,1417,0.361886920981,0.000000000000
17751,120000,1,1,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000,0.000000000000
